logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source,planetModifier,softCapMultiplier
2026-04-12T21:10:08+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T21:11:18+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T21:12:20+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T21:13:19+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T21:13:22+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T21:13:52+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T21:20:17+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T21:21:27+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T21:22:29+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T21:23:28+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T21:23:31+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T21:24:01+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T21:30:26+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T21:31:36+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T21:32:38+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T21:33:37+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T21:33:40+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T21:34:10+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T21:40:35+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T21:41:45+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T21:42:47+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T21:43:46+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T21:43:49+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T21:44:19+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T21:50:44+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T21:51:54+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T21:52:56+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T21:53:55+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T21:53:58+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T21:54:28+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:00:53+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:02:03+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:03:05+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:04:04+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:04:07+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:04:37+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:11:02+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:12:12+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:13:14+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:14:13+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:14:16+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:14:46+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:21:11+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:22:21+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:23:23+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:24:22+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:24:25+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:24:55+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:31:20+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:32:30+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:33:32+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:34:31+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:34:34+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:35:04+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:41:29+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:42:39+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:43:41+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:44:40+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:44:43+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:45:13+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T22:51:38+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T22:52:48+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T22:53:50+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T22:54:49+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T22:54:52+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T22:55:22+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:01:47+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:02:57+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:03:59+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:04:58+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:05:01+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:05:31+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:11:56+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:13:06+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:14:08+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:15:07+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:15:10+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:15:40+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:22:05+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:23:15+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:24:17+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:25:16+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:25:19+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:25:49+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:32:14+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:33:24+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:34:26+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:35:25+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:35:28+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:35:58+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:42:23+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:43:33+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:44:35+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:45:34+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:45:37+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:46:07+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-12T23:52:32+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-12T23:53:42+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-12T23:54:44+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-12T23:55:43+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-12T23:55:46+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-12T23:56:16+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:02:41+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:03:51+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:04:53+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:05:52+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:05:55+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:06:25+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:12:50+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:14:00+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:15:02+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:16:01+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:16:04+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:16:34+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:22:59+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:24:09+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:25:11+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:26:10+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:26:13+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:26:43+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:33:08+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:34:18+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:35:20+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:36:19+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:36:22+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:36:52+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:43:17+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:44:27+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:45:29+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:46:28+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:46:31+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:47:01+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T00:53:26+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T00:54:36+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T00:55:38+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T00:56:37+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T00:56:40+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T00:57:10+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T01:03:35+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T01:04:45+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T01:05:47+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T01:06:46+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T01:06:49+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
2026-04-13T01:07:19+00:00,Imperial,tatooine,gcw_region_tatooine_5,Factional base control,13,1.3,193651693313,1.0,1.0
2026-04-13T01:13:44+00:00,Rebel,lok,gcw_region_lok_3,Factional base control,10,1.0,191014229050,1.0,1.0
2026-04-13T01:14:54+00:00,Rebel,lok,gcw_region_lok_11,Factional base control,16,1.6,193523149735,1.0,1.0
2026-04-13T01:15:56+00:00,Rebel,rori,gcw_region_rori_5,Factional base control,13,1.3,191073153487,1.0,1.0
2026-04-13T01:16:55+00:00,Rebel,rori,gcw_region_rori_6,Factional base control,13,1.25,191072889645,1.0,1.0
2026-04-13T01:16:58+00:00,Rebel,lok,gcw_region_lok_5,Factional base control,10,1.0,191055747742,1.0,1.0
